Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2017-01-02,1009.97375,964.325,1011.525,963.53
BTC,2017-01-03,1028.33375,1009.97375,1034.105,998.62125
BTC,2017-01-04,1047.09999,1028.33375,1048.12375,1013.3775
BTC,2017-01-05,1140.385,1047.09999,1141.9975,1047.06375
BTC,2017-01-06,985.93875,1140.385,1153.02,887.46625
BTC,2017-01-07,837.83625,985.93875,990.37125,821.655
BTC,2017-01-08,923.52375,837.83625,923.7475,816.36375
BTC,2017-01-09,889.33875,923.52375,942.0625,878.10125
BTC,2017-01-10,905.22625,889.33875,911.99625,881.1575
BTC,2017-01-11,910.60625,905.22625,914.02375,897.57375
BTC,2017-01-12,772.66125,910.60625,919.55875,747.49625
BTC,2017-01-13,784.89375,772.66125,828.08875,746.685
BTC,2017-01-14,820.68875,784.89375,839.23,774.35875
BTC,2017-01-15,821.19625,820.68875,835.555,810.6425
BTC,2017-01-16,830.74,821.19625,834.7025,810.21625
BTC,2017-01-17,848.58125,830.74,848.58125,820.91625
BTC,2017-01-18,890.29375,848.58125,914.8025,848.58125
BTC,2017-01-19,888.0625,890.29375,901.83375,848.60875
BTC,2017-01-20,896.16375,888.0625,905.4225,884.185
BTC,2017-01-21,920.58875,896.16375,921.18125,882.29625
BTC,2017-01-22,934.7775,920.58875,936.2525,912.0725
BTC,2017-01-23,920.365,934.7775,936.7525,893.0075
BTC,2017-01-24,912.2125,920.365,926.9975,891.405
BTC,2017-01-25,898.55,912.2125,922.1475,884.78875
BTC,2017-01-26,901.05,898.55,901.48,888.01875
BTC,2017-01-27,912.84375,901.05,919.1325,896.2825
BTC,2017-01-28,919.795,912.84375,921.56875,909.4
BTC,2017-01-29,920.82875,919.795,922.06125,917.82125
BTC,2017-01-30,916.91125,920.82875,921.50875,912.955
BTC,2017-01-31,921.35125,916.91125,921.8175,915.77
BTC,2017-02-01,973.065,921.35125,978.185,920.64875
BTC,2017-02-02,982.8275,973.065,992.41875,964.4075
BTC,2017-02-03,1020.09,982.8275,1020.12375,982.33375
BTC,2017-02-04,1011.215,1020.09,1024.1425,995.87
BTC,2017-02-05,1029.40124,1011.215,1040.08625,1004.3775
BTC,2017-02-06,1019.3125,1029.40124,1030.33625,1006.51875
BTC,2017-02-07,1029.40875,1019.3125,1030.405,1018.23
BTC,2017-02-08,1067.70875,1029.40875,1067.79625,1029.40875
BTC,2017-02-09,1072.205,1067.70875,1072.22875,1018.19125
BTC,2017-02-10,974.95875,1072.205,1077.7625,942.45375
BTC,2017-02-11,997.2275,974.95875,1000.98625,954.27625
BTC,2017-02-12,1004.71375,997.2275,1015.99625,997.2275
BTC,2017-02-13,1004.85375,1004.71375,1008.49,997.45625
BTC,2017-02-14,994.58,1004.85375,1007.28,976.28875
BTC,2017-02-15,1003.59,994.58,1016.445,987.33125
BTC,2017-02-16,1018.41125,1003.59,1021.98375,1001.00375
