Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2018-07-17,6671.6259190668,6356.1088751698,6709.1598240101,6335.1231568593
BTC,2018-07-18,7315.5510403376,6727.4563368665,7379.2347439433,6658.4086588742
BTC,2018-07-19,7359.7370183427,7316.1477118699,7581.5707388105,7245.3031110059
BTC,2018-07-20,7484.6396703854,7359.7370362237,7557.5130873787,7282.7727944508
BTC,2018-07-21,7357.4456773198,7484.6396626807,7697.0053450404,7281.4064978023
BTC,2018-07-22,7424.7342378111,7337.2820905188,7456.4643843467,7215.3270219278
BTC,2018-07-23,7411.2005247349,7424.5035031436,7571.7404506387,7341.5231649182
BTC,2018-07-24,7730.2474798128,7400.4646611346,7805.4912488458,7374.2513592577
BTC,2018-07-25,8325.8015336658,7730.2481771742,8359.319473753,7695.9828373707
BTC,2018-07-26,8271.5979196832,8320.1599473233,8486.0116795769,8056.0185645714
BTC,2018-07-27,7925.2473958792,8269.5323354969,8313.1266808228,7914.6009358296
BTC,2018-07-28,8254.2773483423,7933.125250505,8277.7036619011,7801.0094432898
BTC,2018-07-29,8184.6955351747,8182.375003005,8233.4821023714,8063.3261162412
BTC,2018-07-30,8201.8900899474,8184.6960858239,8292.5156584871,8119.7133096018
BTC,2018-07-31,8166.3883602012,8215.2159687792,8274.5337573392,7862.0742828965
BTC,2018-08-01,7700.8341285235,8166.6883994459,8198.4846169029,7666.2908836583
BTC,2018-08-02,7588.5861802231,7732.3472908783,7751.8776504108,7440.2415057795
BTC,2018-08-03,7547.3149505122,7589.374917258,7698.4871385663,7460.2950003976
BTC,2018-08-04,7423.0743779862,7527.0403990273,7533.6672633658,7271.202486843
BTC,2018-08-05,7396.0411215425,7423.0750930062,7501.3160290672,7359.2368129034
BTC,2018-08-06,7411.5152993623,7395.622456196,7413.1308105304,7386.0620769851
BTC,2018-08-07,7402.3366337439,7411.5152998302,7417.4086883999,7401.3750708468
BTC,2018-08-08,6748.4414841816,7402.3366314849,7412.2874611911,6678.2855604394
BTC,2018-08-09,6460.1531550102,6721.4350901721,6750.4083122841,6396.0883363517
BTC,2018-08-10,6482.9734487615,6460.1536974665,6483.4980648504,6455.9907009479
BTC,2018-08-11,6092.5331036604,6482.9687238409,6494.0163846345,6008.8548549331
BTC,2018-08-12,6391.5992583652,6101.8564779009,6473.2716582988,5982.2156316647
BTC,2018-08-13,6338.7389567451,6392.9727447014,6450.7243099506,6147.7605088678
BTC,2018-08-14,6260.1929950271,6338.7389033859,6532.5990168582,6150.2248155528
BTC,2018-08-15,6123.4476006082,6256.8440822464,6285.5576896057,5884.7792586111
BTC,2018-08-16,6332.6068999281,6186.9712074961,6587.3179578144,6180.2554202378
BTC,2018-08-17,6273.8880695393,6332.6068999537,6467.8624497653,6210.1614234161
BTC,2018-08-18,6566.5952833952,6277.0417762545,6572.9310929332,6259.3899567864
BTC,2018-08-19,6396.9463686172,6559.6938370996,6616.6767520854,6300.1149937042
BTC,2018-08-20,6516.6683821435,6391.0862687126,6539.9647240249,6302.2073816135
BTC,2018-08-21,6299.3953331255,6516.7725719977,6523.486096747,6280.3263280069
BTC,2018-08-22,6470.7335666523,6252.3288590532,6494.6650108453,6240.9018857525
BTC,2018-08-23,6355.8818088457,6470.0745108827,6882.8359061978,6250.6538226051
BTC,2018-08-24,6503.8323619614,6360.2169851987,6559.279488976,6347.0795383729
BTC,2018-08-25,6675.3606827832,6525.5266629003,6711.4936651318,6456.798837183
BTC,2018-08-26,6725.0323269894,6683.3545015052,6781.0758889115,6657.3875324947
BTC,2018-08-27,6689.8226825962,6725.0323270063,6776.8964057782,6570.7298220145
BTC,2018-08-28,6756.6289258733,6702.3919499644,6768.3055151323,6646.1680142
BTC,2018-08-29,7084.2936167368,6753.3104499758,7126.7305347283,6739.1907150636
BTC,2018-08-30,7059.2312352573,7079.5406126455,7133.6466309557,6923.6455309778
BTC,2018-08-31,6938.9145822993,7040.0750124576,7063.4405102579,6805.1985140589
BTC,2018-09-01,7028.447311566,6938.7629415769,7089.1748004802,6877.2867329365
BTC,2018-09-02,7198.0584362259,7028.4473112812,7273.5269247295,7002.3411062864
BTC,2018-09-03,7282.8585138311,7198.0579483792,7339.812043633,7130.1722508603
BTC,2018-09-04,7260.2515925593,7282.2317506289,7335.4550820599,7198.2649813613
BTC,2018-09-05,7361.2718642376,7263.0672965937,7417.6670369068,7240.3767384829
BTC,2018-09-06,6913.1150129363,7359.9743614374,7399.5386039947,6860.7727637815
BTC,2018-09-07,6471.493883654,6913.1150129363,6927.0940913586,6301.9363303141
BTC,2018-09-08,6400.2687056583,6515.3934895131,6539.7988126144,6318.9522293163
BTC,2018-09-09,6181.7442069566,6400.3352995888,6479.2026402878,6120.293703961
BTC,2018-09-10,6253.9372013424,6183.9777801483,6447.3137818127,6144.9240462963
BTC,2018-09-11,6275.0831321787,6253.9358630803,6379.8101101151,6226.2448265281
BTC,2018-09-12,6275.6695882724,6275.0862858054,6278.4770014947,6270.7841626348
BTC,2018-09-13,6277.4944091253,6275.6679619637,6278.1280336098,6270.935037184
BTC,2018-09-14,6283.1841998225,6277.2328882184,6284.2477044468,6277.2304308018
BTC,2018-09-15,6285.9824663114,6283.1844998379,6287.3646496692,6279.938808465
BTC,2018-09-16,6280.3101068801,6284.4863926488,6286.252577777,6279.3480367699
BTC,2018-09-17,6281.4093556542,6280.0413137918,6282.0950069528,6277.6007466855
BTC,2018-09-18,6273.2200825643,6281.4093546956,6282.8008768145,6271.0795718813
BTC,2018-09-19,6278.5954861797,6273.2200825647,6280.9622972434,6271.8944526771
BTC,2018-09-20,6282.6107265937,6277.4841075341,6291.6152000423,6265.0940171095
BTC,2018-09-21,6288.0701702962,6388.4,6532.96,6276.0944503822
BTC,2018-09-22,6317.6996850165,6288.0700736307,6327.3668657868,6286.8240798394
BTC,2018-09-23,6293.8364208374,6317.6999234045,6319.3257273949,6292.4706928337
BTC,2018-09-24,6289.6213269847,6293.8364208374,6294.3462737454,6287.2521022979
BTC,2018-09-25,6466.9945639118,6289.6206764534,6662.4231336286,6286.5290494094
BTC,2018-09-26,6391.3859805928,6466.9945176657,6480.6880894274,6331.8022312322
BTC,2018-09-27,6509.7766212475,6391.3859849297,6559.4844280412,6389.4295985979
BTC,2018-09-28,6698.4160468789,6509.7770135253,6737.9438444368,6435.7578750306
BTC,2018-09-29,6502.6881513173,6698.4167564183,6799.9307214967,6487.9535694366
BTC,2018-09-30,6576.6143197,6502.6869521812,6633.7609491965,6468.4035718177
BTC,2018-10-01,6647.3879467315,6576.6160829094,6664.3942294941,6537.7920786792
BTC,2018-10-02,6603.7543420461,6647.3878029401,6659.7968600971,6510.6471961955
BTC,2018-10-03,6576.3542289419,6539.3227382808,6585.4753112175,6532.1489274188
BTC,2018-10-04,6481.2457703264,6577.9971517849,6578.0015415591,6433.6559846007
BTC,2018-10-05,6594.9357857858,6506.4544523329,6642.0053618108,6501.9345634429
BTC,2018-10-06,6630.5752970678,6594.9357857858,6680.7751539016,6554.8110325146
BTC,2018-10-07,6595.2603262611,6634.1342411636,6644.5644760065,6571.4726623297
BTC,2018-10-08,6591.6863183363,6595.2603677099,6637.2232914797,6547.1878416829
BTC,2018-10-09,6662.8684995573,6614.1037057674,6696.4958135247,6591.2069680441
BTC,2018-10-10,6663.021070746,6662.868499427,6676.2308586929,6601.4793558534
BTC,2018-10-11,6619.4958451381,6663.0209787939,6663.0209787939,6546.9632867767
BTC,2018-10-12,6285.859202643,6628.470052521,6628.5829968309,6221.485449902
BTC,2018-10-13,6309.1989214047,6285.5063318981,6350.7841687247,6207.7182891851
BTC,2018-10-14,6331.1311540774,6309.198440134,6336.0911011569,6271.4844402804
BTC,2018-10-15,6361.4170162729,6329.9770498309,6408.6016409278,6319.7132087584
BTC,2018-10-16,6721.5875032778,6341.3807216161,7586.5246341774,6306.1846860022
BTC,2018-10-17,6724.8330778968,6723.0975107775,6897.0334414135,6679.9220977906
BTC,2018-10-18,6444.7470095938,6724.8331239937,6802.158611597,6432.0472117149
BTC,2018-10-19,6374.6488625469,6450.0646625031,6486.4749219109,6335.1735054446
BTC,2018-10-20,6372.6868170702,6374.6488629396,6407.227987545,6339.2650113519
BTC,2018-10-21,6407.4790849086,6360.8354903216,6438.7903466416,6342.0614545015
BTC,2018-10-22,6412.5304907339,6406.390391175,6472.834459348,6398.0033926026
BTC,2018-10-23,6396.8801542538,6412.2043047102,6437.0745568411,6362.3328661267
BTC,2018-10-24,6396.252324044,6405.5655961579,6434.9777026874,6352.1380455747
BTC,2018-10-25,6407.667175231,6402.0225495307,6460.2498037062,6383.9463302573
BTC,2018-10-26,6405.5007258241,6412.5660407915,6421.7832074351,6358.2592466682
BTC,2018-10-27,6392.1793373833,6405.3365524345,6448.0285064617,6370.1957348269
BTC,2018-10-28,6429.6871414323,6392.845687125,6442.8894143342,6389.3444452112
BTC,2018-10-30,6266.1896827178,6430.1504052633,6439.4576962046,6211.5605232337
BTC,2018-10-31,6276.4644997238,6265.910149503,6313.2724566474,6247.5175852126
BTC,2018-11-01,6321.713671307,6276.7346706838,6394.7834311905,6207.0573356075
BTC,2018-11-02,6341.0948126498,6322.0936278344,6376.6562270431,6296.5893373346
BTC,2018-11-03,6360.1412719216,6340.400655742,6409.156465813,6336.6497508795
BTC,2018-11-04,6344.7389429436,6360.7198120431,6371.2379695068,6292.1518123473
BTC,2018-11-05,6405.1397546807,6344.7389429933,6473.7784382572,6318.6276218102
BTC,2018-11-06,6396.3521235412,6405.1403309472,6440.957227671,6374.6988897195
BTC,2018-11-07,6425.9178018185,6404.3771748271,6449.9987451721,6377.5427753267
BTC,2018-11-08,6514.4894527375,6426.6552217602,6553.951931748,6424.6586263377
BTC,2018-11-09,6412.524289058,6518.3360881926,6530.7336614239,6400.9365464531
BTC,2018-11-10,6343.6325037562,6412.5239995551,6433.2531853235,6309.6526526156
BTC,2018-11-11,6365.655231516,6338.7818947324,6396.877363663,6335.2180512633
BTC,2018-11-12,6327.4806461044,6360.005433977,6380.8134341094,6292.7218466615
BTC,2018-11-13,6327.1546960646,6370.273273137,6391.766567815,6305.0102709434
BTC,2018-11-14,6282.4386771629,6327.1546966981,6331.4876341914,6245.2381744164
BTC,2018-11-15,5524.8010934193,6281.6044107763,6295.9538659491,5390.1166299792
BTC,2018-11-16,5511.1528335321,5524.764808932,5692.0689524537,5244.6942670896
BTC,2018-11-17,5448.6006335653,5573.0171532108,5608.7225883851,5423.0504044658
BTC,2018-11-18,5497.4112787322,5513.4238604307,5564.0289679111,5466.5005898062
BTC,2018-11-19,5553.014895008,5497.3677842212,5638.9769731761,5495.6778216834
BTC,2018-11-20,4800.3428974568,5553.014746716,5610.1495510444,4708.8642554494
BTC,2018-11-21,4246.3127740611,4744.6198406513,4888.6227118272,4076.5947165121
BTC,2018-11-22,4478.2995582941,4364.7415489787,4631.902484782,4250.1650634179
BTC,2018-11-23,4405.7440313629,4476.2272441122,4591.8791150933,4354.5686489715
BTC,2018-11-24,4329.9172203207,4405.744487254,4405.7445849197,4119.999690568
BTC,2018-11-25,3728.8726484882,4329.9254247354,4378.5098917473,3668.6139696012
BTC,2018-11-26,3951.20502915,3788.2890885374,4101.9993874026,3447.5760411337
BTC,2018-11-27,3640.5571648024,3951.2115204756,4064.7482167097,3530.7216456852
BTC,2018-11-28,3792.1923641199,3640.9379250251,3830.8201418608,3559.3240649925
BTC,2018-11-29,4174.31997237,3792.1959942366,4341.4399220735,3752.4461786953
BTC,2018-11-30,4218.6083631146,4220.3233352743,4400.4625831009,4082.3198208161
BTC,2018-12-01,3952.4478953992,4241.7446996734,4299.9763743864,3878.6581009553
BTC,2018-12-02,4178.60382773,3953.5214624664,4251.3699479575,3904.3941906643
BTC,2018-12-03,4118.5182417699,4138.477059627,4255.9540212471,4038.0985836485
BTC,2018-12-04,3847.0327374089,4092.8511149115,4104.8589568089,3755.3260924828
BTC,2018-12-05,3889.2921196935,3847.0204604306,4034.5315580589,3724.0033427821
BTC,2018-12-06,3713.5733827508,3889.292261066,3913.5317755509,3675.5414837475
BTC,2018-12-07,3578.2066240384,3696.3514674753,3838.1209766583,3547.0139392787
BTC,2018-12-08,3391.8741459694,3578.2072060032,3621.5012565288,3201.7627967705
BTC,2018-12-09,3452.6161853921,3391.8781755963,3475.9301775671,3251.8357967294
BTC,2018-12-10,3507.3063671956,3452.5884991144,3642.4148503997,3374.3669866557
BTC,2018-12-11,3419.7337684576,3528.1202013162,3591.2367342495,3355.6425528589
BTC,2018-12-12,3360.9466282566,3409.1628817491,3428.1004177574,3294.037452444
BTC,2018-12-13,3414.8337488292,3360.9561908129,3474.3913555499,3324.9251795167
BTC,2018-12-14,3263.5479129873,3427.0497290106,3435.1424732744,3233.263656101
BTC,2018-12-15,3212.207080727,3262.2716827669,3300.6513939453,3138.099493695
BTC,2018-12-16,3194.96227244,3212.2071589501,3227.8674198728,3122.3427164835
BTC,2018-12-17,3200.6424680869,3178.299354793,3256.6003258844,3176.3530149734
BTC,2018-12-18,3478.461202649,3199.1762645654,3579.8148841419,3181.7013948425
BTC,2018-12-19,3562.8949463603,3478.4609900005,3573.2403351297,3429.858731473
BTC,2018-12-20,3709.3167592101,3664.6588290579,3929.0984909421,3642.8286649922
BTC,2018-12-21,4065.7999528499,3709.3235319539,4160.2967260415,3662.7434387839
BTC,2018-12-22,3824.7397939051,4065.7736166509,4164.5506507301,3774.3236836839
BTC,2018-12-23,3862.7263286473,3838.2303868152,3929.8595909537,3791.9053752251
BTC,2018-12-24,3949.7943416583,3862.7263285159,4052.2305472168,3862.7229992528
BTC,2018-12-25,4054.2962598168,3942.7377761177,4241.4361339864,3942.6694475586
BTC,2018-12-26,3767.3500239009,4030.0034134892,4045.5720841772,3677.0436490123
